company,title,location,link,job_posted,category,source,description
KPMG,(Junior) Consultant Data Science (w/m/d),"München, München (Kreis)",https://www.adzuna.de/details/4447495759?utm_medium=api&utm_source=16b1dafa,2023-11-22,(Junior) Consultant Data Science (f/m/d) Job number: 11384 Locations: Munich Career level: Graduates Type of employment: Permanent position full-time or close to full-time Accompany KPMG in the future challenges of our customers. You too can be enthusiastic about the diversity of our questions - and make the difference together with us. Support your team of data experts in developing innovative and data-driven solutions for our customers. Your tasks D...,Advisory positions,Afternoon
Workwise GmbH,Dualer Master Data Science (m/w/d),"Altstadt-Lehel, München",https://www.adzuna.de/details/4448416619?utm_medium=api&utm_source=16b1dafa,2023-11-22,"About the company: We are the continuing education foundation at Reutlingen University and offer tailor-made part-time bachelor's and master's programs. As a non-profit foundation, our goal is to promote lifelong education and enable sustainable development. We offer you an optimal combination of theory and practice and ensure a successful start to your career. If you are unsure which course of study is best for you or have further questions...",Positions for university graduates,Afternoon
MEAG MUNICH ERGO AssetManagement GmbH,Werkstudent (m|w|d) - Capital Markets Risk Management,"München, München (Kreis)",https://www.adzuna.de/land/ad/4570771490?se=eiAq3NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=A90B1F66C864261D8E37E0E11B00B8114B1BE496,2024-02-16,"MEAG is part of the Munich Re Group and is also one of the most important asset management companies in the world. In order to strengthen our “Capital Markets Risk Management” team, we are looking for a working student (m|f|d) for our location in Munich from May 1st, 2024. Tasks Support in the development and improvement of R and Python codes / as well as Power Bi dashboards for monitoring risk positions / exposures in portfolios Analysis of various risk models to determine…",Other/General Positions,Afternoon
ZEISS,Data Scientist Industry 4.0 (m/f/x),"München, München (Kreis)",https://www.adzuna.de/land/ad/4304872493?se=eiAq3NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=66A06D52C628F746D6425C3DFFF757D71153AF23,2023-09-10,"Step out of your comfort zone, excel and redefine the limits of what is possible. That's just what our employees are doing every single day – in order to set the pace through our innovations and enable outstanding achievements. After all, behind every successful company are many great fascinating people. In a spacious modern setting full of opportunities for further development, ZEISS employees work in a place where expert knowledge and team spirit reign supreme. All of this is supported by a s…",Positions in science and quality assurance,Afternoon
TÜV SÜD,Solution Engineer Data Analytics & AI,"München, München (Kreis)",https://www.adzuna.de/land/ad/4512520560?se=eiAq3NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=A2577D20B3458E69EE5ACDEA6069D356ED6BC91D,2024-01-06,"Since 1866, our passion has been technology and safety. Innovations influence our lives in many ways. We strive to ensure the safety of people and society every day and create trust in new technologies. We are part of progress. We advise, we test, we certify. We act out of conviction, shape the world of tomorrow today - set an example. We take the future into our hands. We are TÜV SÜD – more than 26.00…",Technician positions,Afternoon
ARAG Krankenversicherungs-AG,Werkstudent Data Analyst & Data Warehouse KV (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4547636664?se=XJok4NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=2BEDA56C4F0B6C8BCE89CA3CC67AEE1056670872,2024-01-28,"Why have you come to the right place? Because we not only have many exciting tasks for you, but above all a real mission: We help people. With your special skills, you can do your part to ensure that we can be there for our customers. If something happens and if possible, beforehand. Develop your strengths in an internationally successful family business where independence, fairness and equal opportunities are lived together. Every day…",Positions in science and quality assurance,Afternoon
Workwise GmbH,Dualer Master Consultant - Data Science / Data Services / AI (m/w/d),"Altstadt-Lehel, München",https://www.adzuna.de/details/4448416740?utm_medium=api&utm_source=16b1dafa,2023-11-22,"About the company: We are the continuing education foundation at Reutlingen University and offer tailor-made part-time bachelor's and master's programs. As a non-profit foundation, our goal is to promote lifelong education and enable sustainable development. We offer you an optimal combination of theory and practice and ensure a successful start to your career. If you are unsure which course of study is best for you or have further questions...",Positions for university graduates,Afternoon
MTU Aero Engines AG,Dual study program in data science and artificial intelligence starting in 2024,"München, München (Kreis)",https://www.adzuna.de/details/4186389744?utm_medium=api&utm_source=16b1dafa,2023-07-03,"UPLIFTYOURFUTURE We are over 11,000. At 18 locations worldwide. Every third aircraft flies with our technology. Always more efficient, quieter, more sustainable. We are shaping the future of aviation. What else do we need? You. Our training in Munich is looking for students for a dual study program in data science and artificial intelligence starting in 2024. This dual study program specifically prepares you for a future job in data analysis at MTU. With your later…",Administrative bodies,Afternoon
Workwise GmbH,Manager for Data Science & Artificial Intelligence (m/f/d),"Altstadt-Lehel, München",https://www.adzuna.de/details/4077643877?utm_medium=api&utm_source=16b1dafa,2023-05-03,"About the company: We are an internationally oriented partnership of lawyers, auditors and tax advisors that was founded in 2006. Today we have around 380 employees in Hamburg, Berlin, Bochum, Hanover, Dortmund, Munich and Bielefeld. Through our own company and through Moore Global, a global network of independent WP/StB companies, we are ideally positioned to address cross-border issues...",Positions for university graduates,Afternoon
Workwise GmbH,Part-time Master as Consultant Data Science (m/f/d),"Altstadt-Lehel, München",https://www.adzuna.de/details/4436827187?utm_medium=api&utm_source=16b1dafa,2023-11-16,"About the company: We are the continuing education foundation at Reutlingen University and offer tailor-made part-time bachelor's and master's programs. As a non-profit foundation, our goal is to promote lifelong education and enable sustainable development. We offer you an optimal combination of theory and practice and ensure a successful start to your career. If you are unsure which course of study is best for you or have further questions...",Positions for university graduates,Afternoon
BRL Risk Consulting GmbH & Co. KG,Manager for Data Science & Artificial Intelligence (m/f/d),"Altstadt-Lehel, München",https://www.adzuna.de/details/4554733788?utm_medium=api&utm_source=16b1dafa,2024-02-02,"About BRL Risk Consulting GmbH & Co. KG: We are an internationally oriented partnership of lawyers, auditors and tax consultants that was founded in 2006. Today we have around 380 employees in Hamburg, Berlin, Bochum, Hanover, Dortmund, Munich and Bielefeld. Through our own company and through Moore Global, a global network of independent WP/StB companies, we are ideally positioned to also serve transnational...",Positions in science and quality assurance,Afternoon
MTU Aero Engines AG,Intern Strategy and Market Analysis - focus on Data Science (all genders),"München, München (Kreis)",https://www.adzuna.de/details/3371742601?utm_medium=api&utm_source=16b1dafa,2022-08-03,"UPLIFTYOURFUTURE We are over 11,000. At 18 locations worldwide. Every third aircraft flies with our technology. Always more efficient, quieter, more sustainable. We are shaping the future of aviation. What else do we need? She. Our team in Munich is looking for you: Intern Strategy and Market Analysis - focus on Data Science (all genders) The market analysis is part of the Corporate Development Center within MTU and includes the following tasks: Monitoring and analysis of the relevant markets and...",Accounting & finance positions,Afternoon
BMW Group,Intern Data Science - Performance Control & Digitalization (f/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4493463544?utm_medium=api&utm_source=16b1dafa,2023-12-23,"SOME IT WORKS. SOME CHANGES WHAT'S POSSIBLE. SHARE YOUR PASSION. More than 90% of automotive innovations are based on electronics and software. That's why creative freedom and lateral thinking are so important in the pursuit of truly novel solutions. And that's why our experts will treat you as part of the team from day one, encourage you to bring your own ideas to the table - and give you the opportunity to really show what you can do. Description We, the BMW Group, offer you an interesting an…",Administrative bodies,Afternoon
TÜV SÜD,Software Developer (m/w/d) - Data Analytics & AI,"München, München (Kreis)",https://www.adzuna.de/land/ad/4503486947?se=Ip0N6NPM7hG9SdDVYrbSxQ&utm_medium=api&utm_source=16b1dafa&v=5A37D5B03F8DA2D6159186BEE72CFF9A92E86DBE,2023-12-31,"Since 1866, our passion has been technology and safety. Innovations influence our lives in many ways. We strive to ensure the safety of people and society every day and create trust in new technologies. We are part of progress. We advise, we test, we certify. We act out of conviction, shape the world of tomorrow today - set an example. We take the future into our hands. We are TÜV SÜD – more than 26.00…",IT-Stellen,Afternoon
BMW Group,IT Architekt - Program Planning und Capacity Management (w/m/x),"München, München (Kreis)",https://www.adzuna.de/land/ad/4488556277?se=Ip0N6NPM7hG9SdDVYrbSxQ&utm_medium=api&utm_source=16b1dafa&v=238F0476186EE34DEC009BFC100802BBD8AF8098,2023-12-20,"With our brands BMW, MINI, Rolls-Royce and BMW Motorrad, we are one of the world's leading premium manufacturers of automobiles and motorcycles and also a provider of premium financial and mobility services. THE FUEL FOR TOMORROW: BIG DATA. SHARE YOUR PASSION. If you know how to use it creatively, data can move mountains. Every day, our big data experts translate huge amounts of vehicle, driving behavior and production data into innovative solutions and...",IT-Stellen,Afternoon
ProSiebenSat.1 Careers,Senior Manager Portfolio Content Strategy (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4563768465?se=Ip0N6NPM7hG9SdDVYrbSxQ&utm_medium=api&utm_source=16b1dafa&v=E2B3815DCA5A1A89954CCD9114DCCEAC8E5711F6,2024-02-09,"Let's CreateMomentsThatMatter together ProSiebenSat.1 is the home of popular entertainment and infotainment and one of the leading entertainment and commerce providers in German-speaking countries. Our entertainment portfolio is complemented by digital consumer brands in the Commerce & Ventures and Dating & Video segments. There are around 7,000 employees behind ProSiebenSat.1 who inspire our viewers and customers every day with great passion...","Positions in PR, advertising & marketing",Afternoon
check24,Working Student (m/f/d) Data Science / Machine Learning Factory,"Altstadt-Lehel, München",https://www.adzuna.de/details/4558111758?utm_medium=api&utm_source=16b1dafa,2024-02-05,"CHECK24 - The Best of Both Worlds: We are Germany's largest comparison portal and a dynamic startup in one. In small agile teams, we work daily on more than 50 products to make life easier for our over 15 million customers: We create transparency, make complex products easily understandable, and help consumers save time and money. We are looking for a highly motivated working student (m/f/d) Data Science / Machine Learning to join our team. As a working student, you will have the opportunity to…",Accounting & finance positions,Afternoon
Jochen Schweizer mydays Holding GmbH,Director of Operations (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4557963010?se=Ip0N6NPM7hG9SdDVYrbSxQ&utm_medium=api&utm_source=16b1dafa&v=006C7EB60FE2FE71B5A6A928016668111296F0DB,2024-02-05,"Welcome to the Jochen Schweizer mydays Group We have been a subsidiary of the ProSiebenSat.1 Group since October 2017. The group includes the two experience providers Jochen Schweizer and mydays. Together, with our combined expertise and strength, we can enrich the lives of our customers even more comprehensively: We show the most comfortable way to a noticeable, unforgettable experience - for everyone, at any time, in any place. Our vision: To inspire people to live their best life...",Advisory positions,Afternoon
Pixida GmbH,Scrum Master (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4549544458?se=Ip0N6NPM7hG9SdDVYrbSxQ&utm_medium=api&utm_source=16b1dafa&v=4EB57237137ECFBDE743FC6774FA4CDF78902F55,2024-01-30,"Job offer [ ](https://www.pixida.com/) Scrum Master (m/f/d) Pixida is a renowned technology partner that delivers innovations in the areas of digital services, data science, location-based services, mobile & cloud Applications and Embedded Systems. Our customer portfolio extends from medium-sized companies to large international corporations. We generate comprehensive solutions through professional services, from the idea through implementation to...",Advisory positions,Afternoon
PIXIDA GmbH,Scrum Master (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4554458267?se=lgoj7NPM7hG9SdDVYrbSxQ&utm_medium=api&utm_source=16b1dafa&v=753A23A15324B3AA82AE37BE2E3302C46DD4093B,2024-02-02,"Pixida is a renowned technology partner that drives innovation in the areas of digital services, data science, location-based services, mobile & cloud applications and embedded systems. Our customer portfolio extends from medium-sized companies to large international corporations. We generate comprehensive solutions through professional services, from the idea through implementation to implementation. To support our product development teams…",IT-Stellen,Afternoon
ASAP,"Student | Data Science / AI Automotive (m/f/d) - Development, Research, IT","München, München (Kreis)",https://www.adzuna.de/details/4567054620?utm_medium=api&utm_source=16b1dafa,2024-02-13,"THE ASAP GROUP What makes us great? The people of the ASAP Group With a focus on future-oriented technologies, we have become a top engineering partner in a very short time. As an independent subsidiary of the global player HCLTech, we combine stability with an innovative mindset. Are you looking for people, projects and development opportunities that will take you forward? Then apply now and become part of our success story from requirements engineering to functional and software development...",Technician positions,Afternoon
MTU Aero Engines AG,Intern Strategy and Market Analysis - Focus on Data Science (all genders),"München, München (Kreis)",https://www.adzuna.de/details/3885463692?utm_medium=api&utm_source=16b1dafa,2023-01-29,"UPLIFTYOURFUTURE Over 11,000 People. 18 Locations worldwide. One in three planes files with our Technology. Even more economical, lower in emissions and quieter. We shape the future of Aviation. The only thing missing: You. Our team in Munich is searching for you: Intern Strategy and Market Analysis - Focus on Data Science (all genders) The Market Analysis group is part of the Corporate Development within MTU and comprises the following tasks: Monitoring and analyzing relevant markets and marke…",Accounting & finance positions,Afternoon
Linde GmbH,Dual study program Data Science and Artificial Intelligence (B. Sc.) (m/f/d) 2024,"Großhesselohe, München (Kreis)",https://www.adzuna.de/details/4422803481?utm_medium=api&utm_source=16b1dafa,2023-11-09,"Dual study program Data Science and Artificial Intelligence (B. Sc.) (m/f/d) 2024 Pullach, Germany - 82049 Pullach - Working hours: Full-time - Position: Dual study program - Level of education Minimum requirement: University of Applied Sciences entrance qualification - Start of employment: September 1st, 2024",Positions for university graduates,Afternoon
Telefonica,Dual study program in Data Science and Scientific Computing (B.Sc.) in Munich (m/f/d),"Altstadt-Lehel, München",https://www.adzuna.de/details/4349207369?utm_medium=api&utm_source=16b1dafa,2023-10-04,"Contract type: Full-time, temporary Location: Telefónica Munich location / Munich University of Applied Sciences or DHBW Mannheim Entry: September 1st, 2024 Who we are We are O2 Telefónica - with our mobile phone brands we connect millions of people and offer our customers mobile freedom in the digital world. In addition, as a leading telecommunications provider, we play a key role in shaping digitalization in Germany. Our approximately 7,400 employees in this country are driving the transformation...",Administrative bodies,Afternoon
Atos Information Technology GmbH,BSc Business informatics (f/m/d) with various Specializations (e.g. data science),"München, München (Kreis)",https://www.adzuna.de/details/4436920538?utm_medium=api&utm_source=16b1dafa,2023-11-17,"Become a Business Technologist Become a part of our success story and complete a future-oriented, accredited degree in business informatics with a focus on Data Science (DS) or Sales & Consulting (SC) in an international company. A high technical orientation of the course, in the form of theory and practical phases, enables you to gain in-depth IT knowledge for a successful career as a business technologist.",IT-Stellen,Afternoon
Pixida GmbH,PLC automation engineer (m/f/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4549544459?se=hooJ8NPM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=2ACB80D6FB8EFF984F1F4A641DAFC4CF2221D927,2024-01-30,"Job offer [ ](https://www.pixida.com/) PLC Automation Engineer (m/f/d) Pixida is a renowned technology partner that delivers innovations in the areas of digital services, data science, location-based services, mobile & Cloud applications and embedded systems. Our customer portfolio extends from medium-sized companies to large international corporations. We generate comprehensive solutions through professional services, from the idea to implementation…",Advisory positions,Afternoon
TÜV SÜD,Data Quality Officer (f/m/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4537836368?se=hooJ8NPM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=B88A850F8778ED5FDE9B3BA6A0F29AE428FCB937,2024-01-23,"Since 1866, our passion has been technology and safety. Innovations influence our lives in many ways. We strive to ensure the safety of people and society every day and create trust in new technologies. We are part of progress. We advise, we test, we certify. We act out of conviction, shape the world of tomorrow today - set an example. We take the future into our hands. We are TÜV SÜD – more than 26.00…",Advisory positions,Afternoon
Amazon Europe Core,Senior Delivery Service Partners (DSP) Insights Manager,"München, München (Kreis)",https://www.adzuna.de/land/ad/4567208226?se=hooJ8NPM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=AB5C3F4D2829D59EAD0A793FC2D61C5DD09D2AFC,2024-02-13,"At Amazon, we're working to be the most customer-centric company on earth. One customer experience that we're constantly taking to new levels is how we fulfill and deliver customers' orders. Our goal is to delight our customers by delivering their packages quickly and accurately, anywhere in the world. To meet this goal, Amazon is continually striving to innovate and provide best-in-class service levels by pioneering new products and services in the last mile delivery space. Come join the team …",Customer service points,Afternoon
Atruvia AG,"Working Student Data Science (m/f/d) - for a period of at least 6 months - database development/BI, engineer","Aschheim, München (Kreis)",https://www.adzuna.de/details/4567065323?utm_medium=api&utm_source=16b1dafa,2024-02-13,We are the digitalization partner in the cooperative financial network and combine decades of expert knowledge in banking and information technology. The IT solutions and services specifically tailored to banks range from data center operations to the Atruvia banking process and app development. We use future-oriented technologies such as smart data and place great emphasis on process optimization and regulation. Sustainability is our strategic corporate goal...,Positions for university graduates,Afternoon
BMW Group,Android Software Engineer (f/m/x),"München, München (Kreis)",https://www.adzuna.de/land/ad/4492083279?se=kPgP9NPM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=849722FB01451B84AC5C711564AE8928CE97BB72,2023-12-22,"Our brands BMW, MINI, Rolls-Royce and BMW Motorrad have made us one of the world's leading premium manufacturer of cars and motorcycles as well as provider of premium financial and mobility services. Our IT-Data Science team in München is currently seeking a Android Software Engineer (f/m/x) Aufgaben MAKE DATA HIT THE GROUND RUNNING. SHARE YOUR PASSION. Big data is nothing without the creative minds that transform facts into innovations. Our data science experts have the ability to discover the…",IT-Stellen,Afternoon
BMW Group,System Integrationsmanager (w/m/x),"München, München (Kreis)",https://www.adzuna.de/land/ad/4567936645?se=kPgP9NPM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=C6ABC9510F00B288EBC109EAF29FA91B48CA1BF8,2024-02-14,"With our brands BMW, MINI, Rolls-Royce and BMW Motorrad, we are one of the world's leading premium manufacturers of automobiles and motorcycles and also a provider of premium financial and mobility services. For the Engineering division at the Munich location, we are looking for you as a System Integration Manager (f/m/x) tasks MAKING DATA RUNNING. SHARE YOUR PASSION. Data is nothing without the creative minds who turn facts into innovations. Our …",IT-Stellen,Afternoon
PIXIDA GmbH,Embedded Applications Developer (C++) - digital features,"München, München (Kreis)",https://www.adzuna.de/land/ad/4557963284?se=kPgP9NPM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=3B6F3FE57D8307CD39C9E4821B1B6DC452754C27,2024-02-05,"Pixida is a trusted engineering partner to shape innovation in Digital Services, Data Science, Location-based Services, Mobile & Cloud Applications, and Embedded Systems. Our customers range from mid-sized companies to large-scale international corporations. We create impact with professional services from ideation to implementation to operation. We are looking for an Embedded Applications Developer C++ to strengthen our product development team for embedded devices. You should have the motivat…",IT-Stellen,Afternoon
Versicherungskammer Bayern,Data analyst/business intelligence specialist (d/f/m) in Munich,"München, München (Kreis)",https://www.adzuna.de/land/ad/4568516388?se=kPgP9NPM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=27A6A465F8169C362B55188829A751B96B8D9A21,2024-02-14,"This is what the Bavarian Insurance Chamber has stood for for over 200 years. Data Analyst/Business Intelligence Specialist (d/f/m) in Munich In our dynamic property insurance team we are looking for a dedicated data analyst/business intelligence specialist. Using innovative analysis methods, such as machine learning, you can structure extensive amounts of data to make strategically relevant topics transparent. Act as a link between “data”, IT and the specialist departments…",Advisory positions,Afternoon
CHECK24,(Junior) Product Manager (m/f/d) Document AI Platform InsurTech,"München, München (Kreis)",https://www.adzuna.de/land/ad/4552427710?se=kPgP9NPM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=23FB8C6A2471ED6A93186FA554AE7A523E061711,2024-02-01,CHECK24 is a pioneer in the field of InsurTech. We offer our customers the opportunity to manage their insurance contracts online and compare and optimize them using our automated robo-advisor. Do you want to be at the forefront of digitalization topics? Then we are looking for you as a product manager (m/f/d) at CHECK24 Services für Versicherungsprodukte GmbH in Munich to source and prepare contract data and documents from insurance companies and…,"Positions in PR, advertising & marketing",Afternoon
BMW Group,Cloud Software Engineer for Vehicle Interface (w/m/x),"München, München (Kreis)",https://www.adzuna.de/land/ad/4535545247?se=kPgP9NPM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=04DDB93FA3E8FB9D8E643B976B7D312C3EBA8AF6,2024-01-21,"With our brands BMW, MINI, Rolls-Royce and BMW Motorrad, we are one of the world's leading premium manufacturers of automobiles and motorcycles and also a provider of premium financial and mobility services. For the IT Data Science division in Munich we are looking for you as a Cloud Software Engineer for Vehicle Interface (f/m/x) Tasks IT MAKES THE FUTURE EXPERIENT. SHARE YOUR PASSION. More than 90% of all innovations in automobiles are based on electronics…",IT-Stellen,Afternoon
ProSiebenSat.1 Careers,Praktikum Sales Analytics & Business Intelligence (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4538582670?se=kPgP9NPM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=EBB38B8187691AAB8DEEEB25602E4CAA5052B4B1,2024-01-23,"Let's CreateMomentsThatMatter together ProSiebenSat.1 is the home of popular entertainment and infotainment and one of the leading entertainment and commerce providers in German-speaking countries. Our entertainment portfolio is complemented by digital consumer brands in the Commerce & Ventures and Dating & Video segments. There are around 7,000 employees behind ProSiebenSat.1 who inspire our viewers and customers every day with great passion...",Sales outlets,Afternoon
Pixida GmbH,Embedded Applications Developer (C++) - digital features,"München, München (Kreis)",https://www.adzuna.de/land/ad/4554521045?se=lCkY-NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=DEBC08975CA70AF56AC0B6EE2975EAE003826420,2024-02-02,"Job offer [ ](https://www.pixida.com/) Embedded Applications Developer (C++) - digital features Pixida is a trusted engineering partner to shape innovation in Digital Services, Data Science, Location-based Services, Mobile & Cloud Applications, and Embedded Systems. Our customers range from mid-sized companies to large-scale international corporations. We create impact with professional services from ideation to implementation to operation. We are looking for an Embedded Applications Developer …",Advisory positions,Afternoon
Schleich GmbH,Werkstudent Data & Analytics (all genders),"Altstadt-Lehel, München",https://www.adzuna.de/land/ad/4546257530?se=lCkY-NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=2DD897AB6F1C6D696B8CC48657BC88C30CB6D41E,2024-01-26,"The following adventures await you at Schleich: Collecting and organizing data from various sources and ensuring that the data is clean and correct. Helping users clarify problems and doubts regarding the data. Helping to identify trends and patterns in data sets Capturing requirements and business needs for reporting Creating visualizations (charts, graphs) to share insights (in Power BI)…",IT-Stellen,Afternoon
Schleich GmbH,Student Assistant Data & Analytics (all genders),"Altstadt-Lehel, München",https://www.adzuna.de/land/ad/4569538597?se=lCkY-NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=2632D65E164F6394CF03DF07AE3603CD731E059F,2024-02-15,"The following adventures await you at Schleich: Collecting and organizing data from various sources and ensuring that the data is clean and correct. Helping users clarify problems and doubts regarding the data. Helping to identify trends and patterns in data sets Capturing requirements and business needs for reporting Creating visualizations (charts, graphs) to share insights (in Power BI)…",IT-Stellen,Afternoon
Schleich GmbH,Student assistant for data & analytics (all genders),"Altstadt-Lehel, München",https://www.adzuna.de/land/ad/4569538585?se=lCkY-NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=292BA59BB885BA149DD350782CB917A593718B48,2024-02-15,"The following adventures await you at Schleich: Collecting and organizing data from various sources and ensuring that the data is clean and correct. Helping users clarify problems and doubts regarding the data. Helping to identify trends and patterns in data sets Capturing requirements and business needs for reporting Creating visualizations (charts, graphs) to share insights (in Power BI)…",IT-Stellen,Afternoon
Schleich GmbH,Studentenjob Data & Analytics (all genders),"Altstadt-Lehel, München",https://www.adzuna.de/land/ad/4569538659?se=lCkY-NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=E782BF2170EC9C035F90C775E1548434F1517BA0,2024-02-15,"The following adventures await you at Schleich: Collecting and organizing data from various sources and ensuring that the data is clean and correct. Helping users clarify problems and doubts regarding the data. Helping to identify trends and patterns in data sets Capturing requirements and business needs for reporting Creating visualizations (charts, graphs) to share insights (in Power BI)…",IT-Stellen,Afternoon
Bayerischer Rundfunk,Senior Product Owner in Digital Product Development (f/m/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4545462272?se=lCkY-NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=8A2536E20C68C755CD73C27BD391B5DE0EC96A36,2024-01-26,"The BR creatively and reliably delivers information, culture, knowledge and entertainment from and for Bavaria: on the radio, on television, in the media library, on BR24, Instagram and Co. Our orchestras and choir inspire listeners all over the world. As a member of ARD, we are proud to contribute significantly to diversity of opinion and media with our diverse and high-quality offerings. We are looking for you for the Information Program Directorate / Central Planning Department...","Positions in PR, advertising & marketing",Afternoon
BMW Group,Operations Specialist in Platform Management (f/m/x),"München, München (Kreis)",https://www.adzuna.de/land/ad/4560559112?se=lCkY-NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=55CA50B5BD391BDD4D2E7D3EB0B22D0FFA547628,2024-02-07,"With our brands BMW, MINI, Rolls-Royce and BMW Motorrad, we are one of the world's leading premium manufacturers of automobiles and motorcycles and also a provider of premium financial and mobility services. For the Engineering division at the Munich location, we are looking for you as an Operations Specialist in the area of ​​Platform Management (f/m/x) tasks MAKING DATA RUNNING. SHARE YOUR PASSION. Data is nothing without the creative minds who transform facts into innovation...",Advisory positions,Afternoon
ASAMBEAUTY GmbH,Financial Controller FP&A (m/w/d),"Unterföhring, München (Kreis)",https://www.adzuna.de/land/ad/4570771219?se=lCkY-NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=2935380907D23CB2B6C23FD33F484D44495A2B45,2024-02-16,"BHI Beauty & Health Investment Group Management GmbH includes M. Asam GmbH, ASAMBEAUTY GmbH, ahuhu GmbH, Inno Beauty GmbH, and Asam Betriebs-GmbH. We offer you an exciting mix of family business and belonging to a global group. We have been developing, producing and marketing high-quality cosmetic products “Made in Germany” for over 60 years. With us you can expect an interesting and varied area of ​​responsibility with plenty of scope for creativity and...",Accounting & finance positions,Afternoon
BMW Group,IT expert in the area of ​​decentral ordering (f/m/x),"München, München (Kreis)",https://www.adzuna.de/land/ad/4510820402?se=lCkY-NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=0705C4278C070B6D5A953E93D3B441163B66BCF8,2024-01-05,"With our brands BMW, MINI, Rolls-Royce and BMW Motorrad, we are one of the world's leading premium manufacturers of automobiles and motorcycles and also a provider of premium financial and mobility services. For the IT Data Science division in Munich we are looking for you as an IT expert in the area of ​​Decentral Ordering (f/m/x) Tasks SOME SEE NUMBERS. OTHER UNLIMITED POSSIBILITIES. SHARE YOUR PASSION. If you know how to use them creatively, data can...",IT-Stellen,Afternoon
ARAG Krankenversicherungs-AG,(Junior) Actuarial Data Scientist (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4554458081?se=lCkY-NPM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=4DA76DFA565915474B8E1620AC3C632EF8AFB5CE,2024-02-02,"Why have you come to the right place? Because we not only have many exciting tasks for you, but above all a real mission: We help people. With your special skills, you can do your part to ensure that we can be there for our customers. If something happens and if possible, beforehand. Develop your strengths in an internationally successful family business where independence, fairness and equal opportunities are lived together. Every day…",Positions in science and quality assurance,Afternoon
ZEISS,Working Student Data Analytics (f/m/x),"München, München (Kreis)",https://www.adzuna.de/land/ad/4570769331?se=ZMAg_NPM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=9D72F449FB246DDE70E4A3307A975DF78F667BBB,2024-02-16,"Step out of your comfort zone, excel and redefine the limits of what is possible. That's just what our employees are doing every single day – in order to set the pace through our innovations and enable outstanding achievements. After all, behind every successful company are many great fascinating people. In a spacious modern setting full of opportunities for further development, ZEISS employees work in a place where expert knowledge and team spirit reign supreme. All of this is supported by a s…",Positions in science and quality assurance,Afternoon
Bayernwerk AG,Data Scientist Digital Energy Solutions (m/f/d),"Altstadt-Lehel, München",https://www.adzuna.de/land/ad/4562483566?se=ZMAg_NPM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=AE49B3C50AA9C58C7A65D625528393417348AF38,2024-02-08,"Bayernwerk Netz GmbH | Regensburg, Munich | Permanent | Full time | 224094 We make it possible for around 7 million people in our Bavarian supply areas to be reliably supplied with energy. The energy transition is successful because around 400,000 decentralized generation systems are already feeding green electricity into our network. Bayernwerk is developing the energy system of tomorrow with innovative solutions. You too can shape the energy future with us. The Bayernwerk Group, a 100 percent...",IT-Stellen,Afternoon
