company,title,location,link,job_posted,category,source,description
VISPIRON SYSTEMS GmbH,Bachelorand (M/W/D) Entwicklung eines KI-basierten Meeting-Protokoll-Tools,"Milbertshofen-Am Hart, München",https://www.adzuna.de/details/4567185898?utm_medium=api&utm_source=16b1dafa,2024-02-13 13:18:47+00:00,"Dein Beitrag: Zusammen Werte schaffen Im Rahmen der Vispiron Digitalstrategie bist Du maßgeblich an der Entwicklung eines Tools beteiligt, das automatisch Meeting-Protokolle aus Video- und Audioaufnahmen erstellt. Deine Aufgaben umfassen: Zusammenarbeit im Team zur Konzeptionierung und Implementierung eines KI-basierten Tools zur automatischen Erstellung von Meeting-Protokollen Sicherstellung der Qualität und Optimierung der Spracherkennung und -verarbeitung Integration der Lösung in die besteh…",Unknown,Adzuna
VDI/VDE Innovation + Technik GmbH,Medical student (m/w/d),"Ludwigsvorstadt-Isarvorstadt, München",https://www.adzuna.de/details/4564176389?utm_medium=api&utm_source=16b1dafa,2024-02-09 19:33:56+00:00,"Die VDI/VDE Innovation  Technik GmbH ist ein führender Dienstleister, wenn es um Fragen zu Innovation und Technik geht. Unsere Mitarbeiter:innen arbeiten in interdisziplinären Teams als Expert:innen aus Natur-, Ingenieur-, Gesellschafts- und Wirtschaftswissenschaften zusammen. Wir unterstützen und beraten bei der Analyse komplexer Vorhaben oder Marktsituationen, bei der Förderung mit Forschungsprogrammen aus Bund, Ländern und EU und organisieren Geschäftsstellen oder Kontaktbüros für Forschung …",Stellen aus Wissenschaft & Qualitätssicherung,Adzuna
VDI/VDE Innovation + Technik GmbH,"Physiker, Elektroingenieur - Beratung Forschungsförderung (m/w/d)","Ludwigsvorstadt-Isarvorstadt, München",https://www.adzuna.de/details/4549733226?utm_medium=api&utm_source=16b1dafa,2024-01-30 11:15:47+00:00,"Die VDI/VDE Innovation  Technik GmbH ist ein führender Dienstleister, wenn es um Fragen zu Innovation und Technik geht. Unsere Mitarbeiter:innen arbeiten in interdisziplinären Teams als Expert:innen aus Natur-, Ingenieur-, Gesellschafts- und Wirtschaftswissenschaften zusammen. Wir unterstützen und beraten bei der Analyse komplexer Vorhaben oder Marktsituationen, bei der Förderung mit Forschungsprogrammen aus Bund, Ländern und EU und organisieren Geschäftsstellen oder Kontaktbüros für Forschung …",Stellen aus Wissenschaft & Qualitätssicherung,Adzuna
VDI/VDE Innovation + Technik GmbH,Physiker (m/w/d),"Ludwigsvorstadt-Isarvorstadt, München",https://www.adzuna.de/details/4549732472?utm_medium=api&utm_source=16b1dafa,2024-01-30 11:15:41+00:00,"Die VDI/VDE Innovation  Technik GmbH ist ein führender Dienstleister, wenn es um Fragen zu Innovation und Technik geht. Unsere Mitarbeiter:innen arbeiten in interdisziplinären Teams als Expert:innen aus Natur-, Ingenieur-, Gesellschafts- und Wirtschaftswissenschaften zusammen. Wir unterstützen und beraten bei der Analyse komplexer Vorhaben oder Marktsituationen, bei der Förderung mit Forschungsprogrammen aus Bund, Ländern und EU und organisieren Geschäftsstellen oder Kontaktbüros für Forschung …",Stellen aus Wissenschaft & Qualitätssicherung,Adzuna
BMW Group,Praktikant Prozessmanagement (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4545965240?utm_medium=api&utm_source=16b1dafa,2024-01-26 19:06:56+00:00,"MAN KANN DIE ZUKUNFT NICHT VORHERSAGEN. ABER ENTWICKELN. TEILE DEINE LEIDENSCHAFT. Nur hochprofessionelle Abläufe in dynamischen Teams produzieren innovative Spitzentechnologie. Aber Fahrfreude wird bei uns von der Entwicklung bis zur Fertigung vor allem auch mit Spaß an der Arbeit und Begeisterung für das gemeinsame Projekt realisiert. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Gro…",Unknown,Adzuna
Siemens,Werkstudentin (w/m/d) Digital Finance & Process Mining,"München, München (Kreis)",https://www.adzuna.de/details/4533700996?utm_medium=api&utm_source=16b1dafa,2024-01-19 20:50:44+00:00,"Job Family: Internal Services Req ID: 403312 Art der Anstellung: Befristet; max. 20 Stunden/Woche In Richtung Zukunft? Bitte einsteigen. Wie werden wir in Zukunft miteinander kommunizieren, Energien sinnvoll nutzen und uns fortbewegen? Wir können an den Antworten zusammenarbeiten. Wir suchen dafür kluge Köpfe, die Theorien in die Praxis umwandeln und clever mitdenken. Als Werkstudentin stehen dir bei uns viele Türen offen, um dich einzubringen: Ergreife jetzt die Chance und werde Teil unseres g…",Unknown,Adzuna
BMW Group,Operations Specialist im Bereich Plattform-Management (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4553365137?utm_medium=api&utm_source=16b1dafa,2024-02-01 19:18:43+00:00,"DATEN ZUM LAUFEN BRINGEN. TEILEN SIE IHRE LEIDENSCHAFT. Daten sind nichts ohne die kreativen Köpfe, die Fakten in Innovationen verwandeln. Unsere Data-Science-Expert:innen haben die Fähigkeit, die in den Zahlen verborgenen Wahrheiten zu entdecken und uns dabei zu helfen, Industrie 4.0 und Mobilität neu zu denken. Ihre Erkenntnisse aus den Daten, die wir heute sammeln, nutzen wir, um den Verkehr von morgen zu gestalten. Description Unser internationales Team SAP Services Enabling verantwortet da…",Unknown,Adzuna
BMW Group,Praktikant Data Analytics Elektromobilität in der Entwicklung (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4557468606?utm_medium=api&utm_source=16b1dafa,2024-02-04 19:09:52+00:00,"MAN KANN DIE ZUKUNFT NICHT VORHERSAGEN. ABER ENTWICKELN. TEILE DEINE LEIDENSCHAFT. Nur hochprofessionelle Abläufe in dynamischen Teams produzieren innovative Spitzentechnologie. Aber Fahrfreude wird bei uns von der Entwicklung bis zur Fertigung vor allem auch mit Spaß an der Arbeit und Begeisterung für das gemeinsame Projekt realisiert. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Gro…",Unknown,Adzuna
Hypercampus GmbH,Sales Manager (m/w/d),"Maxvorstadt, München",https://www.adzuna.de/details/4559580962?utm_medium=api&utm_source=16b1dafa,2024-02-06 13:38:13+00:00,"Das erwartet dich Für unsere Teilnehmerakquise suchen wir aktuell nach Verstärkung für unser Team, die unsere Passion für das digitale Gesundheitswesen und lifelong learning teilt Deine Aufgaben Durch deine kompetente Beratung ermöglichst du Menschen jeden Tag einen Neustart und die Option, sich noch einmal komplett neu zu erfinden Du stellst den Qualifizierungsbedarf unserer potenziellen Teilnehmenden fest und führst eine ganzheitliche, bedarfsgerechte und effiziente Beratung durch Im Rahmen d…",Unknown,Adzuna
BMW Group,Praktikant Funktionssicherheitskonzepte (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4564036895?utm_medium=api&utm_source=16b1dafa,2024-02-09 17:09:14+00:00,"EIN GUTES PRAKTIKUM IST PRAKTISCH NIE THEORETISCH. TEILE DEINE LEIDENSCHAFT. Erfolg ist Teamarbeit. Nur wenn Expert:innen ihr Fachwissen und ihre Begeisterung teilen, entsteht ein Workflow, in dem Ideen fließen. Das nennen wir Innovationskultur. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir ein spannendes und abwechslungsreiches Praktikum im Ressort E/E-Gesamtsystem, …",Unknown,Adzuna
BMW Group,Praktikant Funktionssicherheitskonzepte (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4564036899?utm_medium=api&utm_source=16b1dafa,2024-02-09 17:09:14+00:00,"EIN GUTES PRAKTIKUM IST PRAKTISCH NIE THEORETISCH. TEILE DEINE LEIDENSCHAFT. Erfolg ist Teamarbeit. Nur wenn Expert:innen ihr Fachwissen und ihre Begeisterung teilen, entsteht ein Workflow, in dem Ideen fließen. Das nennen wir Innovationskultur. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir ein spannendes und abwechslungsreiches Praktikum im Ressort E/E-Gesamtsystem, …",Unknown,Adzuna
BMW Group,Doktorand Forschung und Vorentwicklung Digitale Modelle (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4549093956?utm_medium=api&utm_source=16b1dafa,2024-01-29 19:19:30+00:00,"FORME AUS DEINER LEIDENSCHAFT EINE KARRIERE. PROMOTION BEI DER BMW GROUP. Die Dissertation ist ein bedeutsamer Schritt auf dem Weg zu einer wissenschaftlichen Karriere - die du zusammen mit uns gestalten kannst. An der Seite von erfahrenen Mentor:innen hast du die Möglichkeit, deine Leidenschaft und deine wissenschaftliche Kompetenz auf ganz reale Herausforderungen anzuwenden und die Zukunft der Mobilität mitzugestalten. Description Wir, die BMW Group, bieten dir eine spannende und abwechslungs…",Unknown,Adzuna
Lilium,Intern Lab Test Organization- Data Processing and Automation,"München, München (Kreis)",https://www.adzuna.de/details/4565492389?utm_medium=api&utm_source=16b1dafa,2024-02-11 17:06:55+00:00,"Intern Lab Test Organization- Data Processing and Automation Your role and your team: The Test and Experimental team is responsible for various disciplines covering component, system, and whole aircraft tests. It is set up in three divisions: Testing, Test Management and Test Operations. Our team runs tests that facilitate certification, development, and research for the technology areas: Propulsion Systems, Energy Storage, Structures, Environmental Tests, and Hardware in the Loop (HIL). You wi…",IT-Stellen,Adzuna
Adragos Pharma GmbH,Software Engineer Data als Werkstudent (m/w/d) oder Praktikum,"Altstadt-Lehel, München",https://www.adzuna.de/details/4570023229?utm_medium=api&utm_source=16b1dafa,2024-02-15 13:14:56+00:00,"Unser Angebot Attraktives Gehaltspaket. Berufliche Weiterentwicklung in einem globalen Umfeld. Ein dynamisches und unterstützendes Arbeitsumfeld. Gelegenheit zur Arbeit in einer hochmodernen technologischen Umgebung in der pharmazeutischen Industrie. Deine Aufgaben Unterstützung bei der Entwicklung und Implementierung skalierbarer Datenpipelines unter Verwendung von Python und Tools wie Dagster, Fivetran, dbt Core mit der Cloud Datenbank Snowflake. Durchführung von Datenextraktion, -laden und -…",Unknown,Adzuna
VDI/VDE Innovation + Technik GmbH,Physiker / Elektrotechniker / Informatiker als Wissenschaftlicher Berater (d/w/m),"Ludwigsvorstadt-Isarvorstadt, München",https://www.adzuna.de/details/4550054801?utm_medium=api&utm_source=16b1dafa,2024-01-30 13:23:08+00:00,"Physiker / Elektrotechniker / Informatiker als Wissenschaftlicher Berater (d/w/m) Bereich: Technologien des digitalen Wandels Standort: München Kennziffer: 226571 Ihre Aufgaben bei uns: Beurteilung, Begutachtung und Betreuung von Forschungs- und Entwicklungsprojekten im Auftrag von Ministerien des Bundes und der Länder Beratung zu technologischen Fragestellungen der Digitalisierung, speziell in den Themenfeldern Künstliche Intelligenz – Data Science, Kommunikationsnetze der Zukunft sowie IT-Sic…",IT-Stellen,Adzuna
IQVIA,Analyst (m/f/d),"München, München (Kreis)",https://www.adzuna.de/details/4570665689?utm_medium=api&utm_source=16b1dafa,2024-02-15 21:05:21+00:00,"Unser Real World Team in München berät Pharma-Kunden in den Bereichen Market Access, Epidemiologie und Gesundheitsökonomie, indem wir auf Basis der verfügbaren klinischen Evidenz mit Unterstützung der IQVIA Datenbanken und Methoden die Lösung zu den unterschiedlichsten Fragestellungen unserer Kunden erarbeiten. Wir suchen zum nächstmöglichen Zeitpunkt einen Junior Consultant für den Standort in München. Die Position ist in Vollzeit zu besetzen, und auf 2 Jahre befristet (Elternzeitvertretung). …",Unknown,Adzuna
Slalom,Senior Principal Data & Analytics,"München, München (Kreis)",https://www.adzuna.de/details/4530795598?utm_medium=api&utm_source=16b1dafa,2024-01-18 10:38:14+00:00,"Über uns Slalom ist ein modernes Beratungsunternehmen, das sich auf Strategie, Technologie und IT-Transformation konzentriert. In 45 Märkten auf der ganzen Welt haben unsere Berater die Möglichkeit, nach dem lokalen Ansatz schnell bei unseren Kunden zu sein und vor Ort zu helfen. Slalom wurde 2001 gegründet, hat seinen Hauptsitz in Seattle und ist organisch auf über 13.000 Mitarbeiter gewachsen. Slalom wurde fünf Jahre in Folge von Fortune zu einem der 100 besten Arbeitgeber ernannt und wird re…",Unknown,Adzuna
E.ON,Data Platform Engineer (m/w/d),"München, München (Kreis)",https://www.adzuna.de/details/4542941625?utm_medium=api&utm_source=16b1dafa,2024-01-24 19:11:42+00:00,"Die E.ON Energie Deutschland GmbH ist ein bundesweit führendes Energieunternehmen und verantwortlich für den Vertrieb in Deutschland. Neben einer zuverlässigen Energieversorgung treiben wir mit innovativen Lösungen eine zunehmend dezentrale, ökologische und digitale Energiewelt voran - insbesondere in den Bereichen Photovoltaik, Energiespeicher, Wärmepumpen und Elektromobilität. Gemeinsam mit unseren rund 2.200 Mitarbeiter:innen und 14 Millionen Kund:innen tragen wir einen bedeutenden Anteil zu…",Unknown,Adzuna
BMW Group,Werkstudent Konzernfinanzwesen (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4542950533?utm_medium=api&utm_source=16b1dafa,2024-01-24 19:12:38+00:00,"SO VIEL UNTERNEHMEN GEHT NUR IN WENIGEN UNTERNEHMEN. TEILE DEINE LEIDENSCHAFT. Erfolg ist Teamarbeit. Nur wenn Expert:innen ihr Fachwissen und ihre Begeisterung teilen, entsteht ein Workflow, in dem Ideen fließen. Das nennen wir Innovationskultur. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir eine spannende und abwechslungsreiche Werkstudententätigkeit im Bereich Konz…",Unknown,Adzuna
BMW Group,Praktikant Produktionssystem (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4549097655?utm_medium=api&utm_source=16b1dafa,2024-01-29 19:19:47+00:00,"DIE ZUKUNFT DER MOBILITÄT? DIGITAL. TEILE DEINE LEIDENSCHAFT. Mehr als 90 % aller Innovationen im Automobil basieren auf Elektronik und Software. Gerade hier sind große Freiräume und vernetztes Denken gefordert, um die Mobilität neu zu erfinden und ein völlig neues Fahrerlebnis zu ermöglichen. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir ein spannendes und abwechslungsreiches …",Unknown,Adzuna
Staburo GmbH,Proposal & Contracts Manager (f/m/d - part-time),"Gemeinde Neubiberg, München",https://www.adzuna.de/details/4556167986?utm_medium=api&utm_source=16b1dafa,2024-02-03 13:08:26+00:00,"Your responsibilities will include Contract management: Manage all aspects of contract documents, ensuring accuracy, completeness, and compliance with company policies and legal requirements Act as the interface between Managing Directors, the legal advisors, and the finance team to ensure alignment on contract terms and conditions Proposal creation and client interaction: Develop comprehensive and compelling proposals and optimize proposal content to ensure clarity, accuracy, and alignment wit…",Unknown,Adzuna
Hypercampus GmbH,Werkstudent (m/w/d) Office Management,"Maxvorstadt, München",https://www.adzuna.de/details/4562587942?utm_medium=api&utm_source=16b1dafa,2024-02-08 13:23:05+00:00,"Das erwartet dich Damit die allgemeinen Verwaltungsaufgaben, die in unserem Office in München anfallen, regelmäßig erledigt werden, sind wir auf der Suche nach einem Werkstudenten (m/w/d) für die Administration und Support einzelner Departments. Deine Aufgaben Du bearbeitest die Eingangspost, scannst die Dokumente und leitest diese an die einzelnen Fachbereiche weiter Du bearbeitest die Ausgangspost und verschickst Briefe und Pakete eigenständig Zu deinen Aufgaben gehört es, Dokumente und Unter…",Unknown,Adzuna
d-fine GmbH,"Webentwickler - Angular, Java, Kotlin, C#, Big Data, SQL (m/w/d)","Altstadt-Lehel, München",https://www.adzuna.de/details/4562256206?utm_medium=api&utm_source=16b1dafa,2024-02-08 04:24:55+00:00,"Application Engineer (m/w/d) Vertragslaufzeit: unbefristet Arbeitszeit: Vollzeit Einsatzort: Berlin, Düsseldorf, Frankfurt am Main, Hamburg, München, überall in Deutschland & international Eintrittstermin: ganzjährig (jeweils zum Monatsanfang) d-fine ist ein kontinuierlich wachsendes europäisches Beratungsunternehmen mit über 1.500 Expertinnen und Experten. Wir sind mit elf Standorten in sieben Ländern nah bei unseren Kunden. Im Fokus unserer Arbeit liegen quantitative Fragestellungen rund um D…",IT-Stellen,Adzuna
adesso,"IT-Consultant generative AI Governance (all genders) - Consulting, Ingenieur","München, München (Kreis)",https://www.adzuna.de/details/4564606166?utm_medium=api&utm_source=16b1dafa,2024-02-10 11:23:56+00:00,"Wir gehören zu den Top-Adressen in der IT-Welt und fokussieren uns auf die Optimierung der Kerngeschäfts­prozesse unserer Kunden. Durch den smarten Einsatz maßgeschneiderter IT-Lösungen unterstützen wir unsere Kunden dabei, das Beste aus ihrem Business und aktuellen Technologien herauszuholen. Unseren Erfolg aber erreichen wir nur durch eins: die Menschen bei adesso Sie bringen Ideen, fachliches Know how und Technologien zusammen. Gemeinsam programmieren wir (deine) Zukunft bei adesso.  Standor…",Stellen für Hochschulabsolventen,Adzuna
Sixt,Senior Machine Learning Engineer (m/f/d),"München, München (Kreis)",https://www.adzuna.de/details/4553357090?utm_medium=api&utm_source=16b1dafa,2024-02-01 19:17:48+00:00,"SIXT is a global market leader in the mobility space and sets the pace for innovation like nobody else. We are transforming the industry to become fully digitalized and offer our customers an answer to all mobility needs they have. Our vision is: Transform the world moves because people expect better. Join our Data Science team and make the magic happen. We drive business processes like pricing and many more with the use of sophisticated algorithms. For this purpose, we design, develop, and mai…",IT-Stellen,Adzuna
SIXT SE,Senior Machine Learning Engineer (m/f/d),"Berg am Laim, München",https://www.adzuna.de/details/4556156720?utm_medium=api&utm_source=16b1dafa,2024-02-03 13:03:07+00:00,Senior Machine Learning Engineer (m/f/d) SIXT is a global market leader in the mobility space and sets the pace for innovation like nobody else. We are transforming the industry to become fully digitalized and offer our customers an answer to all mobility needs they have. Our vision is: Transform the world moves because people expect better. Join our Data Science team and make the magic happen. We drive business processes like pricing and many more with the use of sophisticated algorithms. For …,Stellen aus Gastronomie & Catering,Adzuna
Infineon Technologies,Working student: Digitalization in Engineering and Customer Services,"München, München (Kreis)",https://www.adzuna.de/details/4563249100?utm_medium=api&utm_source=16b1dafa,2024-02-09 06:06:04+00:00,"Expand your horizons : You support us in project management tasks for small and mid-sized software or data science developments. Focus for you will be given on project preparation, development, and reporting Use your skills: You will have the option not only to drive project management, also to help our data scientists during data preparation and data visualization tasks Inform your colleagues : You collaborate on our intranet Be creative : You prepare video tutorials to enhance internal traini…",Unknown,Adzuna
BMW Group,DevOps Engineer Integration (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4545965019?utm_medium=api&utm_source=16b1dafa,2024-01-26 19:06:55+00:00,"DATEN ZUM LAUFEN BRINGEN. TEILEN SIE IHRE LEIDENSCHAFT. Daten sind nichts ohne die kreativen Köpfe, die Fakten in Innovationen verwandeln. Unsere Data-Science-Expert:innen haben die Fähigkeit, die in den Zahlen verborgenen Wahrheiten zu entdecken und uns dabei zu helfen, Industrie 4.0 und Mobilität neu zu denken. Ihre Erkenntnisse aus den Daten, die wir heute sammeln, nutzen wir, um den Verkehr von morgen zu gestalten. Description Effiziente Integration von Daten und Prozessen ist der Schlüssel…",Unknown,Adzuna
Allianz,Werkstudent/in für das Allianz Technology Compliance Team (m/w/d),"Unterföhring, München (Kreis)",https://www.adzuna.de/details/4553365174?utm_medium=api&utm_source=16b1dafa,2024-02-01 19:18:43+00:00,"Die Compliance-Funktion innerhalb der Allianz Technology Group agiert als hochintegrierte Einheit, die über alle lokalen Standorte von Allianz Technology weltweit hinweg tätig ist. Sie arbeitet eng mit anderen Funktionen der zweiten Verteidigungslinie zusammen, insbesondere mit dem Risikomanagement und der Rechtsabteilung. Deine Aufgaben Unterstützung unserer Kollegen bei internen und externen Projekten Entwicklung und Betreuung von eigenen kleinen Projekten Mithilfe bei der Infrastruktur Unter…",Unknown,Adzuna
undconsorten Managementberatung GmbH & Co. KG,Bewerbung als Werkstudent:in mit Schwerpunkt Business Intelligence & Analytics,"Altstadt-Lehel, München",https://www.adzuna.de/details/4554421849?utm_medium=api&utm_source=16b1dafa,2024-02-02 13:13:05+00:00,"EINSTIEG Du hast in Deinem Studium bereits erfolgreich erste Hürden genommen und willst nun erste Einblicke in die Berufswelt? Dann bewirb Dich als Werkstudent:in bei uns, einer führenden Beratung für strategische und ganzheitliche Organisationsentwicklung. Wir suchen tatkräftige Unterstützung vorrangig im Bereich Business Intelligence & Analytics für unser Münchner Büro. WIR SUCHEN Hohe Kompetenz in Analytik und Problemlösung Fortgeschrittene Excel-Kenntnisse, sicherer Umgang mit anderen MS Of…",Unknown,Adzuna
Alexander Thamm GmbH,Werkstudent HR (m/w/d),"Moosach, München",https://www.adzuna.de/details/4562584601?utm_medium=api&utm_source=16b1dafa,2024-02-08 13:19:06+00:00,"Startdatum Wir suchen Dich ab sofort an unserem Standort in München  Deine Aufgaben Data und AI gestalten unseren Alltag. Zu Deinen Herausforderungen zählen: Du übernimmst die Erstsichtung von Kandidat:innen und die Koordination von Bewerbungsgesprächen Du hilfst uns bei der Erstellung von Verträgen , Vertragsänderungen, Zeugnissen und Bescheinigungen sowie anderen Personal-Dokumenten Du verantwortest gemeinsam mit dem Team die Pflege und Aktualisierung von Personalakten , HR-Datenbanken und -S…",Unknown,Adzuna
Munich Re,Intern Insurance Solutions (m/f/d),"München, München (Kreis)",https://www.adzuna.de/details/4564034886?utm_medium=api&utm_source=16b1dafa,2024-02-09 17:08:20+00:00,"Running market research, collecting information, testing hypotheses, and executing bespoke analysis Presenting results to senior team members, building high-quality slide decks and dashboards Actively supporting the Insurance Solutions team in their daily operations on ad-hoc tasks Your Profile Studies in statistics, mathematics, computer science, physics, data science or related fields incl. business administration with a quantitative focus, completed bachelor studies is a plus. Very good MS O…",Unknown,Adzuna
DBA: Zeiss Group,Machine Learning Operation Engineer (f/m/x),"Altstadt-Lehel, München",https://www.adzuna.de/details/4559917532?utm_medium=api&utm_source=16b1dafa,2024-02-06 17:06:15+00:00,"Who we are: We are a diverse and expanding team of Product Owners, Data Scientists, Machine Learning and MLOps Engineers. The team is built to support all ZEISS business units on their way to digitalization. We believe in the importance of cloud and software engineering in data science. Our focus is to build machine learning solutions in the Microsoft Azure cloud as well as ZEISS edge devices. As a team, we develop machine learning solutions based on structured and unstructured data, mainly usi…",IT-Stellen,Adzuna
BMW Group,System Integrationsmanager (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4551399665?utm_medium=api&utm_source=16b1dafa,2024-01-31 19:09:52+00:00,"DATEN ZUM LAUFEN BRINGEN. TEILEN SIE IHRE LEIDENSCHAFT. Daten sind nichts ohne die kreativen Köpfe, die Fakten in Innovationen verwandeln. Unsere Data-Science-Expert:innen haben die Fähigkeit, die in den Zahlen verborgenen Wahrheiten zu entdecken und uns dabei zu helfen, Industrie 4.0 und Mobilität neu zu denken. Ihre Erkenntnisse aus den Daten, die wir heute sammeln, nutzen wir, um den Verkehr von morgen zu gestalten. Description In unserer Domäne ""Vehicle, Systems & Component Design"" unterstü…",Unknown,Adzuna
Tagueri AG,"Junior Consultant System Architect (m/w/d) - Consulting, Projektmanagement, IT","München, München (Kreis)",https://www.adzuna.de/details/4568237719?utm_medium=api&utm_source=16b1dafa,2024-02-14 11:17:24+00:00,"Warum zu uns Weil der „Wir-Gedanke“ bei uns gelebt wird. Wir sind davon überzeugt, dass die Basis unseres Erfolges auf dem Engagement und der Leidenschaft jedes einzelnen Menschen bei uns beruht. Doch nur das Miteinander – ein „Wir“ in unseren Teams und mit unseren Kunden – macht uns stark und bringt unsere Arbeit auf Topniveau. Bei uns ist jeder Mensch nicht eine bloße Zahl auf dem Papier, sondern eine Persönlichkeit mit eigenen Vorstellungen und Zielen. Wir bieten Ihnen die Chance, mit uns Ih…",Technikerstellen,Adzuna
zeb,"IT Consultant Digital Transformation / Strategy (w|m|d) - Consulting, Ingenieur","München, München (Kreis)",https://www.adzuna.de/details/4571216746?utm_medium=api&utm_source=16b1dafa,2024-02-16 11:27:24+00:00," Deine Benefits Training Entwickle deine Stärken mit uns weiter – und profitiere von unserem umfassenden Trainingsprogramm und Sprachkursen. Zusätzlich sind individuelle Seminare mit externen Veranstaltern möglich, wenn gewisse Schulungen notwendig, aber nicht im allgemeinen Trainingskatalog vorhanden sind. Executive Coaching: Für ausgewählte Fragestellungen von Führungskräften bieten wir Coachings im Bereich Positionierung der eigenen Person im Unternehmen, Kommunikation, Führung und Verhandlu…",Stellen für Hochschulabsolventen,Adzuna
Siemens AG,Working Student (f/m/d) - Digital Innovation Analyst - Project Excellence,"München, München (Kreis)",https://www.adzuna.de/details/4551191764?utm_medium=api&utm_source=16b1dafa,2024-01-31 17:41:42+00:00,"Mode of Employment: Limited; max. 20h/week Headed to the future? Hop right in. How will we travel, communicate, and use energy in the world of tomorrow? Work on the right answers with us. We are looking for bright minds – thinkers with a passion for practical matters. In short, people who can turn their questions and ours into exciting new discoveries. When you join our team as one of our working students, you will find many opportunities to get involved. Seize the chance to be part of our glob…",Unknown,Adzuna
Siemens,Working Student (f/m/d) - Digital Innovation Analyst - Project Excellence,"München, München (Kreis)",https://www.adzuna.de/details/4553525331?utm_medium=api&utm_source=16b1dafa,2024-02-01 21:01:53+00:00,"Job Family: Internal Services Req ID: 396718 Mode of Employment: Limited; max. 20h/week Headed to the future? Hop right in. How will we travel, communicate, and use energy in the world of tomorrow? Work on the right answers with us. We are looking for bright minds - thinkers with a passion for practical matters. In short, people who can turn their questions and ours into exciting new discoveries. When you join our team as one of our working students, you will find many opportunities to get invo…",Unknown,Adzuna
BR Bayerischer Rundfunk,Senior Product Owner in der Digitalen Produktentwicklung (w/m/d),"Altstadt-Lehel, München",https://www.adzuna.de/details/4536677498?utm_medium=api&utm_source=16b1dafa,2024-01-22 13:12:59+00:00,"Der BR liefert kreativ und verlässlich Infor­ma­tionen, Kultur, Wissen und Unter­haltung aus und für Bayern: im Radio, im Fernsehen, in der Media­thek, auf BR24, Insta­gram und Co. Unsere Orchester und unser Chor begeistern Zuhörer auf der ganzen Welt. Als Mitglied der ARD sind wir stolz darauf, mit unseren viel­fältigen und quali­tativ hochwertigen Ange­boten wesentlich zur Meinungs- und Medien­vielfalt beizutragen. Wir suchen Sie für die Programmdirektion Information / Zentralbereich Planung …",Stellen aus Kreation & Design,Adzuna
PUBLICIS GROUPE,Associate Director Product Management / Financial Services DACH (German Speaker),"München, München (Kreis)",https://www.adzuna.de/details/4558111536?utm_medium=api&utm_source=16b1dafa,2024-02-05 17:04:37+00:00,"Company Description Wer wir sind Als Partner für digitale Business Transformation begleitet Publicis Sapient Unternehmen auf ihrem Weg in die digitale Zukunft. Wir helfen, digitale Fähigkeiten zu aktivieren und kontinuierlich wachsenden Kundenerwartungen bestmöglich zu entsprechen. Mit unserer Start-up-Mentalität und innovativen Methodik eröffnen wir Unternehmen neue Wertschöpfungs- und Wachstumspotenziale. Dazu verbinden wir Strategie, Beratung und Customer Experience mit agilem Engineering un…",Unknown,Adzuna
Siemens,Working Student (f/m/d) Generative AI and Industrial Metaverse,"München, München (Kreis)",https://www.adzuna.de/details/4569243618?utm_medium=api&utm_source=16b1dafa,2024-02-14 21:11:06+00:00,"Job Family: Internal Services Req ID: 396734 Mode of Employment: Limited; max. 20 hours/week Develop what will be important tomorrow. How will we travel, communicate, and use energy in the world of tomorrow? Work on the right answers with us. We are looking for bright minds - thinkers with a passion for practical matters. In short, people who can turn their questions and ours into exciting new discoveries. When you join our team as one of our working students, you will find many opportunities t…",Unknown,Adzuna
