title,company,location,day_before_posts_de,day_before_posts_en,job_posted,link
"Assistant Manager Product Testing (until July 31, 2024 ) (m/f/d) - Advanced Creation",adidas AG,Herzogenaurach,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Assistant-Manager-Product-Testing-until-July-31-2024-m-f-d-Advanced-Creation-Herzogenaurach-adidas-AG--10371975-inline.html
Assistant Manager Product Testing - Outdoor (m/f/d) - Advanced Creation,adidas AG,Herzogenaurach,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Assistant-Manager-Product-Testing-Outdoor-m-f-d-Advanced-Creation-Herzogenaurach-adidas-AG--10371972-inline.html
System Developer Algorithms (Metrology Software) (f/m/x),ZEISS,"Jena, Berlin, Roßdorf, Oberkochen (Baden-Württemberg), München",vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--System-Developer-Algorithms-Metrology-Software-f-m-x-Jena-Berlin-Rossdorf-Oberkochen-Baden-Wuerttemberg-Muenchen-ZEISS--10128382-inline.html
Working Student in IT and Process Optimization (f/m/div.),Bosch Gruppe,Kusterdingen,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Working-Student-in-IT-and-Process-Optimization-f-m-div-Kusterdingen-Bosch-Gruppe--10744675-inline.html
Intermediate Frontend Developer - Micro-FE for Collaborative Process Transformation - Signavio,SAP SE,"Berlin, DE, 10557",vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Intermediate-Frontend-Developer-Micro-FE-for-Collaborative-Process-Transformation-Signavio-Berlin-DE-10557-SAP-SE--10371874-inline.html
Controller (f/m/d) Corporate Headquarters – Planning,Hapag-Lloyd AG,Hamburg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Controller-f-m-d-Corporate-Headquarters-Planning-Hamburg-Hapag-Lloyd-AG--10655271-inline.html
Senior Business Hub Expert - Industrial Quality & Research Segment (f/m/x),ZEISS,"Oberkochen (Baden-Württemberg), Jena, Berlin",vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Senior-Business-Hub-Expert-Industrial-Quality-Research-Segment-f-m-x-Oberkochen-Baden-Wuerttemberg-Jena-Berlin-ZEISS--9977037-inline.html
Intern Pricing Actuary Life (m/f/d),Münchener Rückversicherungs-Gesellschaft AG,München,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Intern-Pricing-Actuary-Life-m-f-d-Muenchen-Muenchener-Rueckversicherungs-Gesellschaft-AG--10670876-inline.html
Industrial clerk as a Service Administrator / Service Assistant (m/f/d),SPECS Surface Nano Analysis GmbH,Berlin,vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Industrial-clerk-as-a-Service-Administrator-Service-Assistant-m-f-d-Berlin-SPECS-Surface-Nano-Analysis-GmbH--8166145-inline.html
Assistant Manager Concept Testing - Advanced Creation (m/f/d),adidas AG,Herzogenaurach,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Assistant-Manager-Concept-Testing-Advanced-Creation-m-f-d-Herzogenaurach-adidas-AG--10371974-inline.html
System Developer Algorithms (SEM Image Processing) Semiconductor Technology (m/f/x),ZEISS,"Jena, Roßdorf, Oberkochen (Baden-Württemberg)",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--System-Developer-Algorithms-SEM-Image-Processing-Semiconductor-Technology-m-f-x-Jena-Rossdorf-Oberkochen-Baden-Wuerttemberg-ZEISS--10428358-inline.html
Internship on Digital Eye Twin,ZEISS,Eggenstein-Leopoldshafen,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Internship-on-Digital-Eye-Twin-Eggenstein-Leopoldshafen-ZEISS--10372849-inline.html
Sustainability Project Manager – Certification Systems (Focus Chemical Industry),Meo Carbon Solutions GmbH,Köln,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Sustainability-Project-Manager-Certification-Systems-Focus-Chemical-Industry-Koeln-Meo-Carbon-Solutions-GmbH--10747243-inline.html
Senior Manager (m/f/d) Corporate Treasury,adidas AG,Herzogenaurach,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Senior-Manager-m-f-d-Corporate-Treasury-Herzogenaurach-adidas-AG--10371950-inline.html
Senior Manager Product Testing (m/f/d) - Originals & Lifestyle - Advanced Creation,adidas AG,Herzogenaurach,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Senior-Manager-Product-Testing-m-f-d-Originals-Lifestyle-Advanced-Creation-Herzogenaurach-adidas-AG--10371958-inline.html
Graduate Finance Trainee (m/w/d),ADM EMEA Corporate Services GmbH,"Hamburg, Poznan, Adana",vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--Graduate-Finance-Trainee-m-w-d-Hamburg-Poznan-Adana-ADM-EMEA-Corporate-Services-GmbH--10751435-inline.html
HPC Engineer Scientific Computing (f/m/x),ZEISS,verschiedene Standorte,vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--HPC-Engineer-Scientific-Computing-f-m-x-verschiedene-Standorte-ZEISS--10130971-inline.html
Warehouse Systems Innovation Specialist (f/m/div.),Bosch Gruppe,Karlsruhe,vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Warehouse-Systems-Innovation-Specialist-f-m-div-Karlsruhe-Bosch-Gruppe--10334562-inline.html
Backend Engineer - Java (m/f/d),GoEuro Corp.,Berlin,vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Backend-Engineer-Java-m-f-d-Berlin-GoEuro-Corp--10371015-inline.html
Application Engineer (m/f/d),KLA-Tencor MIE GmbH,Weilburg,vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Application-Engineer-m-f-d-Weilburg-KLA-Tencor-MIE-GmbH--10752149-inline.html
Regional Product Service Manager (m/f/d),BASF Personal Care and Nutrition GmbH,Monheim am Rhein,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Regional-Product-Service-Manager-m-f-d-Monheim-am-Rhein-BASF-Personal-Care-and-Nutrition-GmbH--10720598-inline.html
Site Reliability Engineer (f/m/x),Daimler Truck AG,Leinfelden-Echterdingen,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Site-Reliability-Engineer-f-m-x-Leinfelden-Echterdingen-Daimler-Truck-AG--10281923-inline.html
Lead Engineer (m/f/d) Digital Transformation,Constellium Singen GmbH,Gottmadingen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Lead-Engineer-m-f-d-Digital-Transformation-Gottmadingen-Constellium-Singen-GmbH--10738674-inline.html
Product Owner Numerical Models Semiconductor Technologies (f/m/x),ZEISS,"Jena, Berlin, Roßdorf, Oberkochen (Baden-Württemberg), München",vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--Product-Owner-Numerical-Models-Semiconductor-Technologies-f-m-x-Jena-Berlin-Rossdorf-Oberkochen-Baden-Wuerttemberg-Muenchen-ZEISS--10130968-inline.html
Sustainability Project Manager – Carbon Footprint Improvement,Meo Carbon Solutions GmbH,Köln,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Sustainability-Project-Manager-Carbon-Footprint-Improvement-Koeln-Meo-Carbon-Solutions-GmbH--10747255-inline.html
Senior Manager/ Associate Director – dPCR/PCR (m/w/d),QIAGEN GmbH,Hilden bei Düsseldorf,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Senior-Manager-Associate-Director-dPCR-PCR-m-w-d-Hilden-bei-Duesseldorf-QIAGEN-GmbH--10743504-inline.html
Internship or Working Student in 3D Computer Vision (f/m/x),ZEISS,Oberkochen (Baden-Württemberg),vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Internship-or-Working-Student-in-3D-Computer-Vision-f-m-x-Oberkochen-Baden-Wuerttemberg-ZEISS--9466542-inline.html
Lead Engineer Material Development and Biocompatibility (f/m/x) - Fixed Term Contract,ZEISS,Berlin,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Lead-Engineer-Material-Development-and-Biocompatibility-f-m-x-Fixed-Term-Contract-Berlin-ZEISS--10659913-inline.html
Bioinformatician Phylogenomics (m/f/d),Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkult. GmbH,Braunschweig,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Bioinformatician-Phylogenomics-m-f-d-Braunschweig-Leibniz-Institut-DSMZ-Deutsche-Sammlung-von-Mikroorganismen-und-Zellkult-GmbH--10605577-inline.html
Product Owner Computational Imaging (f/m/x),ZEISS,"Jena, Berlin, Roßdorf, Oberkochen (Baden-Württemberg), München",vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--Product-Owner-Computational-Imaging-f-m-x-Jena-Berlin-Rossdorf-Oberkochen-Baden-Wuerttemberg-Muenchen-ZEISS--10132032-inline.html
Global Head of Product Lifecycle Management (f/m/d),Olympus Surgical Technologies Europe,Hamburg,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Global-Head-of-Product-Lifecycle-Management-f-m-d-Hamburg-Olympus-Surgical-Technologies-Europe--10566712-inline.html
Junior Business Hub Expert (f/m/x),ZEISS,"Oberkochen (Baden-Württemberg), München",vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--Junior-Business-Hub-Expert-f-m-x-Oberkochen-Baden-Wuerttemberg-Muenchen-ZEISS--10200670-inline.html
Expert Materials Informatics (f/m/d),Freudenberg Technology Innovation SE & Co. KG,Weinheim,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Expert-Materials-Informatics-f-m-d-Weinheim-Freudenberg-Technology-Innovation-SE-Co-KG--10725996-inline.html
Training Manager Ophthalmic Devices (f/m/x),ZEISS,"Jena, Oberkochen (Baden-Württemberg), Berlin",vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Training-Manager-Ophthalmic-Devices-f-m-x-Jena-Oberkochen-Baden-Wuerttemberg-Berlin-ZEISS--10671785-inline.html
IT - Mitarbeiter im Bereich IT-Security & Quality (m/w/d),Dr. Falk Pharma GmbH,Freiburg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--IT-Mitarbeiter-im-Bereich-IT-Security-Quality-m-w-d-Freiburg-Dr-Falk-Pharma-GmbH--10712001-inline.html
Senior Product Owner (m/f/d),Chemovator,Dresden,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-Product-Owner-m-f-d-Dresden-Chemovator--10718293-inline.html
Team Lead Global Algorithms Semiconductor Technology (f/m/x),ZEISS,"Jena, Berlin, Roßdorf, Oberkochen (Baden-Württemberg), München",vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--Team-Lead-Global-Algorithms-Semiconductor-Technology-f-m-x-Jena-Berlin-Rossdorf-Oberkochen-Baden-Wuerttemberg-Muenchen-ZEISS--10132028-inline.html
Program Manager Digital Business Innovation (f/m/x),ZEISS,München,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Program-Manager-Digital-Business-Innovation-f-m-x-Muenchen-ZEISS--10049348-inline.html
QA Engineer Scientific Computing (f/m/x),ZEISS,"Jena, Oberkochen (Baden-Württemberg), Roßdorf",vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--QA-Engineer-Scientific-Computing-f-m-x-Jena-Oberkochen-Baden-Wuerttemberg-Rossdorf-ZEISS--10333144-inline.html
PhD - Efficient Secure Multi-Party Computation,Bosch Gruppe,Renningen bei Stuttgart,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--PhD-Efficient-Secure-Multi-Party-Computation-Renningen-bei-Stuttgart-Bosch-Gruppe--10294853-inline.html
Head of Clinical Operations REF (m/w/x),ZEISS,Jena,vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--Head-of-Clinical-Operations-REF-m-w-x-Jena-ZEISS--10200564-inline.html
Head of Clinical Operations REF (m/w/x),ZEISS,Jena,vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--Head-of-Clinical-Operations-REF-m-w-x-Jena-ZEISS--9995078-inline.html
Internship in the field of Computational Assistance for Medical Applications (f/m/x),ZEISS,Oberkochen (Baden-Württemberg),vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Internship-in-the-field-of-Computational-Assistance-for-Medical-Applications-f-m-x-Oberkochen-Baden-Wuerttemberg-ZEISS--9796033-inline.html
Internship or Working Student: Four-Dimensional Microscope-Integrated Optical Coherence Tomography (f/m/x),ZEISS,Eggenstein-Leopoldshafen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Internship-or-Working-Student-Four-Dimensional-Microscope-Integrated-Optical-Coherence-Tomography-f-m-x-Eggenstein-Leopoldshafen-ZEISS--10246743-inline.html
Qualification / Validation Engineer (m/f/d) Pharma,Exyte Central Europe GmbH,Berlin,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Qualification-Validation-Engineer-m-f-d-Pharma-Berlin-Exyte-Central-Europe-GmbH--10754362-inline.html
Lab Technician (m/f/d),Trinseo Deutschland Anlagengesellschaft mbH,Rheinmünster,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Lab-Technician-m-f-d-Rheinmuenster-Trinseo-Deutschland-Anlagengesellschaft-mbH--10615608-inline.html
(Senior) Product Analyst (f/m/d) - for 12 months,1&1 Mail & Media,München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-Product-Analyst-f-m-d-for-12-months-Muenchen-11-Mail-Media--10632861-inline.html
(Senior) SEO Manager (m/f/d),Stepstone GmbH,Hamburg,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Senior-SEO-Manager-m-f-d-Hamburg-Stepstone-GmbH--10672587-inline.html
(Senior) SEO Manager (m/f/d),Stepstone GmbH,Düsseldorf,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Senior-SEO-Manager-m-f-d-Duesseldorf-Stepstone-GmbH--10672588-inline.html
Risk Manager (m/w/d) in Energy Risk Management,Encavis AG,Hamburg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Risk-Manager-m-w-d-in-Energy-Risk-Management-Hamburg-Encavis-AG--10736905-inline.html
IT Product Manager for Web Applications in Breeding (all gender) (m/w/d),KWS Group,Einbeck,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--IT-Product-Manager-for-Web-Applications-in-Breeding-all-gender-m-w-d-Einbeck-KWS-Group--10737083-inline.html
Intern Computer Vision and Automation in Electron Microscopy (f/m/x),ZEISS,München,vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--Intern-Computer-Vision-and-Automation-in-Electron-Microscopy-f-m-x-Muenchen-ZEISS--10575701-inline.html
Senior Business Hub Expert - Semiconductor Manufacturing Technology Segment (f/m/x),ZEISS,Oberkochen (Baden-Württemberg),vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Business-Hub-Expert-Semiconductor-Manufacturing-Technology-Segment-f-m-x-Oberkochen-Baden-Wuerttemberg-ZEISS--10000763-inline.html
Working Student (m/f/d) in IT Operations Management,IDS GmbH - Analysis and Reporting Services,München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Working-Student-m-f-d-in-IT-Operations-Management-Muenchen-IDS-GmbH-Analysis-and-Reporting-Services--10719634-inline.html
Software Developer (m/f/x),ZEISS,Neubeuern,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Software-Developer-m-f-x-Neubeuern-ZEISS--9264961-inline.html
System Administrator (f/m/d),Mobileum,Nürnberg,vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--System-Administrator-f-m-d-Nuernberg-Mobileum--10752365-inline.html
Senior System Developer Algorithms (Image Processing) - Semiconductor Technology (m/f/x),ZEISS,Jena,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-System-Developer-Algorithms-Image-Processing-Semiconductor-Technology-m-f-x-Jena-ZEISS--10429654-inline.html
Senior Business Rollout Expert SAP - End-to-End Plan-to-Produce (f/m/x),ZEISS,"Jena, Berlin, Oberkochen (Baden-Württemberg), München",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-Business-Rollout-Expert-SAP-End-to-End-Plan-to-Produce-f-m-x-Jena-Berlin-Oberkochen-Baden-Wuerttemberg-Muenchen-ZEISS--10727141-inline.html
Lead ML Ops Engineer (m/f/x),ZEISS,München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Lead-ML-Ops-Engineer-m-f-x-Muenchen-ZEISS--9662104-inline.html
Service Delivery Manager (m/f/d),Rheinmetall IT Solutions GmbH,"Düsseldorf, Berlin, Bremen, Kassel, Kiel, Unterlüß, Neuenstadt",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Service-Delivery-Manager-m-f-d-Duesseldorf-Berlin-Bremen-Kassel-Kiel-Unterluess-Neuenstadt-Rheinmetall-IT-Solutions-GmbH--10657171-inline.html
Senior Manager – Digitalization & Systems (m/f/d),Fresenius Kabi,Bad Homburg bei Frankfurt,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-Manager-Digitalization-Systems-m-f-d-Bad-Homburg-bei-Frankfurt-Fresenius-Kabi--10650013-inline.html
Senior SQL Developer (mensch),Omnicom Media Group Germany GmbH,Düsseldorf,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-SQL-Developer-mensch-Duesseldorf-Omnicom-Media-Group-Germany-GmbH--10656639-inline.html
SAP UI5 Developer (Associate) (f/m/d) - limited position,SAP SE,"Walldorf, DE, 69190",vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--SAP-UI5-Developer-Associate-f-m-d-limited-position-Walldorf-DE-69190-SAP-SE--10371870-inline.html
Senior Embedded HPC and Camera Expert (f/m/x),ZEISS,"Jena, Oberkochen, Roßdorf",vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Senior-Embedded-HPC-and-Camera-Expert-f-m-x-Jena-Oberkochen-Rossdorf-ZEISS--10256915-inline.html
Full Stack Angular & Node.js Engineer (m/f/d),BAUHAUS,Mannheim,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Full-Stack-Angular-Node-js-Engineer-m-f-d-Mannheim-BAUHAUS--10615032-inline.html
Enterprise Customer Success Manager – Europe (f/m/d),Schneider Electric GmbH,Ratingen,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Enterprise-Customer-Success-Manager-Europe-f-m-d-Ratingen-Schneider-Electric-GmbH--10665207-inline.html
IT Project Manager (f/m/d),Bruker Physik GmbH,"Zürich, Heidelberg, Ettlingen",vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--IT-Project-Manager-f-m-d-Zuerich-Heidelberg-Ettlingen-Bruker-Physik-GmbH--10655452-inline.html
Full-Stack DevOps Engineer (f/m/x),ZEISS,Oberkochen (Baden-Württemberg),vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--Full-Stack-DevOps-Engineer-f-m-x-Oberkochen-Baden-Wuerttemberg-ZEISS--10262757-inline.html
Internship - Test Automation SW-Developer for MB.OS Entertainment,Mercedes - Benz AG,Sindelfingen,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Internship-Test-Automation-SW-Developer-for-MB-OS-Entertainment-Sindelfingen-Mercedes-Benz-AG--10750829-inline.html
Thesis (Bachelor/Master) in optics metrology and interferometry,ZEISS,Oberkochen (Baden-Württemberg),vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Thesis-Bachelor-Master-in-optics-metrology-and-interferometry-Oberkochen-Baden-Wuerttemberg-ZEISS--8817197-inline.html
PhD for 3D Generative AI and Neural Scene Representations (NeRF) (f/m/div.),Bosch Gruppe,Hildesheim,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--PhD-for-3D-Generative-AI-and-Neural-Scene-Representations-NeRF-f-m-div-Hildesheim-Bosch-Gruppe--10715851-inline.html
Director Quality & HSE Division Europe (m/f/d),Nordex Group,Hamburg,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Director-Quality-HSE-Division-Europe-m-f-d-Hamburg-Nordex-Group--10744999-inline.html
Project Engineer (m/f/d) - Fire Suppression,UL LLC,Neu-Isenburg,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Project-Engineer-m-f-d-Fire-Suppression-Neu-Isenburg-UL-LLC--10665277-inline.html
"Postdoctoral Researcher (f/m/d) in the field of ""Simulation of greenhouse gas emissions from peatlands in Germany using a GIS-based modeling framework""",Karlsruher Institut für Technologie (KIT) Campus Nord,Garmisch-Partenkirchen,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Postdoctoral-Researcher-f-m-d-in-the-field-of-Simulation-of-greenhouse-gas-emissions-from-peatlands-in-Germany-using-a-GIS-based-modeling-framework-Garmisch-Partenkirchen-Karlsruher-Institut-fuer-Technologie-KIT-Campus-Nord--10737752-inline.html
"Postdoc – Cardiology (m/w/d) Kardiologie, Angiologie und Pneumologie",Universitätsklinikum Heidelberg,Heidelberg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Postdoc-Cardiology-m-w-d-Kardiologie-Angiologie-und-Pneumologie-Heidelberg-Universitaetsklinikum-Heidelberg--10715645-inline.html
Technical Lead / Software Architect (mwd),HMS Analytical Software GmbH,"Heidelberg, Berlin",vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Technical-Lead-Software-Architect-mwd-Heidelberg-Berlin-HMS-Analytical-Software-GmbH--9369964-inline.html
Manager Product Testing (m/f/d) - Advanced Creation,adidas AG,Herzogenaurach,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Manager-Product-Testing-m-f-d-Advanced-Creation-Herzogenaurach-adidas-AG--10654211-inline.html
Senior Manager Crisis Management & Event Risk,adidas AG,Herzogenaurach,vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Senior-Manager-Crisis-Management-Event-Risk-Herzogenaurach-adidas-AG--10371668-inline.html
Working Student (f/m/d) - Treasury,Uniper SE,Düsseldorf,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Working-Student-f-m-d-Treasury-Duesseldorf-Uniper-SE--10731890-inline.html
"Postdoctoral Researcher (f/m/d) in the field of ""Modeling of Greenhouse Gas Emissions from Agricultural and Forest Systems of Germany – Agri-For-Live""",Karlsruher Institut für Technologie (KIT) Campus Nord,Garmisch-Partenkirchen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Postdoctoral-Researcher-f-m-d-in-the-field-of-Modeling-of-Greenhouse-Gas-Emissions-from-Agricultural-and-Forest-Systems-of-Germany-Agri-For-Live-Garmisch-Partenkirchen-Karlsruher-Institut-fuer-Technologie-KIT-Campus-Nord--10737167-inline.html
Lead Infrastructure Security Engineer,N26 GmbH,Berlin,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote-beta--Lead-Infrastructure-Security-Engineer-Berlin-N26-GmbH--10371929-inline.html
"Area Manager, Transport Operations Management",Amazon Europe Core,Bad Hersfeld,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Area-Manager-Transport-Operations-Management-Bad-Hersfeld-Amazon-Europe-Core--10729209-inline.html
Battery Cell Validation Test Manager (f/m/x),BMW Group,München,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote-beta--Battery-Cell-Validation-Test-Manager-f-m-x-Muenchen-BMW-Group--10671241-inline.html
Software Developer for automated driving funktions (f/m/x),Mercedes - Benz AG,Sindelfingen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Software-Developer-for-automated-driving-funktions-f-m-x-Sindelfingen-Mercedes-Benz-AG--10732278-inline.html
Fachleiter Backend Entwickler Java (w/m/d),AVM GmbH,Berlin,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Fachleiter-Backend-Entwickler-Java-w-m-d-Berlin-AVM-GmbH--9318527-inline.html
Business Analyst (f/m/x),Mercedes-Benz Mobility AG,Stuttgart,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Business-Analyst-f-m-x-Stuttgart-Mercedes-Benz-Mobility-AG--10723310-inline.html
Product Owner - MDx (m/f/d),QIAGEN GmbH,Hilden bei Düsseldorf,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Product-Owner-MDx-m-f-d-Hilden-bei-Duesseldorf-QIAGEN-GmbH--10719096-inline.html
Senior Software Engineer – MDx (m/f/d),QIAGEN GmbH,Hilden bei Düsseldorf,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Senior-Software-Engineer-MDx-m-f-d-Hilden-bei-Duesseldorf-QIAGEN-GmbH--10719097-inline.html
Intern (m/f/d) Deep Learning-Based Surface Extraction for Microwave Imaging,Rohde & Schwarz GmbH & Co. KG,Munich,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Intern-m-f-d-Deep-Learning-Based-Surface-Extraction-for-Microwave-Imaging-Munich-Rohde-Schwarz-GmbH-Co-KG--10247415-inline.html
Full Stack Developer (m/w/d),Statista GmbH,"Hamburg, Berlin",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Full-Stack-Developer-m-w-d-Hamburg-Berlin-Statista-GmbH--10728252-inline.html
Project Manager - Digital Business Innovation (f/m/x),ZEISS,München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Project-Manager-Digital-Business-Innovation-f-m-x-Muenchen-ZEISS--9363547-inline.html
Software Project Manager – MDx (m/w/d),QIAGEN GmbH,Hilden bei Düsseldorf,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Software-Project-Manager-MDx-m-w-d-Hilden-bei-Duesseldorf-QIAGEN-GmbH--10719095-inline.html
Software Verification Manager – MDx (m/f/d),QIAGEN GmbH,Hilden bei Düsseldorf,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Software-Verification-Manager-MDx-m-f-d-Hilden-bei-Duesseldorf-QIAGEN-GmbH--10719099-inline.html
Technical Strategist WebWorld (m/w/d),AstraZeneca,Hamburg,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Technical-Strategist-WebWorld-m-w-d-Hamburg-AstraZeneca--10708424-inline.html
